Date,Adj Close,rv5
1996-09-20,0.003541668336102699,9.060870343214285e-10
1996-09-23,-0.0002280764218896003,3.619260516765873e-05
1996-09-24,-0.00022741658242475538,0.00010485378057142857
1996-09-25,0.0006824503433566775,1.2923999735873018e-05
1996-09-26,-0.00045503376093192216,6.830313657142858e-05
1996-09-27,0.0009105716208579473,4.8999662228571425e-06
1996-09-30,-0.0009105716208579473,2.191608330480159e-05
1996-10-01,0.0054497067854950565,3.427472304321428e-05
1996-10-02,0.006770346921095793,9.475194972857144e-06
1996-10-03,-0.0009001510061938944,9.186184543492063e-06
1996-10-04,0.01341713858056881,2.6443001933373015e-05
1996-10-07,0.0011099461884076511,3.4513527571468255e-05
1996-10-08,-0.004001881146843189,3.078242220253968e-05
1996-10-09,-0.007827177778280348,4.7485678099206354e-05
1996-10-10,-0.0020229684917638657,4.741104375e-05
1996-10-11,0.012297792300033805,1.8620963900357143e-05
1996-10-14,0.0013323617582905456,1.3725227164444444e-05
1996-10-15,-0.0013323617582905456,0.00010013223214285714
1996-10-16,0.004877132917421534,2.870039263813492e-05
1996-10-17,0.002650356606154869,2.0437207777777777e-06
1996-10-18,0.005279389779731414,1.2082887223214285e-05
1996-10-21,-0.0013171509124845215,9.97229191468254e-05
1996-10-22,-0.007055005306558115,1.8279491740039685e-05
1996-10-23,0.003312752714537126,5.6177445730158736e-05
1996-10-24,-0.008636993895038358,4.5774561920634913e-05
1996-10-25,0.0008895180962360527,2.0493217337301583e-05
1996-10-28,-0.0066893541120816025,7.206023625396824e-05
1996-10-29,0.008021715870372148,7.323608809920636e-05
1996-10-30,-0.0033346303082808504,2.4506732251428576e-05
1996-10-31,0.009529758073566708,2.7068413669206354e-05
1996-11-01,-0.0035351991206957756,4.5651899063492065e-05
1996-11-04,0.006617828456195518,2.2034972602539687e-05
1996-11-05,0.005700049807043417,1.4009113911468255e-05
1996-11-06,0.01905731108630837,6.617605067063492e-05
1996-11-07,0.002356421452700097,5.758657232142857e-05
1996-11-08,0.00554858053314744,2.0656888572857147e-05
1996-11-11,-0.0010648193390387917,1.0325031266706352e-05
1996-11-12,-0.0029874401603677825,1.9833482262857146e-05
1996-11-13,0.004477986324643357,1.2063494247777778e-05
1996-11-14,0.0065724324489147,4.0300002480158735e-05
1996-11-15,0.0012671625831237598,6.057970292063492e-05
1996-11-18,0.00021117515754864868,3.23951359375e-05
1996-11-19,0.007148801550760808,4.257138006349206e-05
1996-11-20,0.001674232346679183,4.0898862861111114e-05
1996-11-21,-0.0014650966350528982,3.243064128571428e-05
1996-11-22,0.00772083415835656,2.1627209524801587e-05
1996-11-25,0.012598927501458412,3.425650692063492e-05
1996-11-26,-0.0032895398051953073,0.0001370098054325397
1996-11-27,-0.001854699310633201,2.4495008183492067e-05
1996-11-29,0.0037069288475830575,4.328660165714285e-06
1996-12-02,0.00041080210973243325,3.6874683205714285e-05
1996-12-03,-0.017200704788760568,0.00013881040039682538
1996-12-04,0.0027141744448435645,0.00012608641073015873
1996-12-05,-0.0027141744448435645,6.890943543253969e-05
1996-12-06,-0.005869779197376523,0.00010657532603571428
1996-12-09,0.01461131900172763,4.2887625396825396e-05
1996-12-10,-0.004777932006498897,2.842083617146826e-05
1996-12-11,-0.009202638011664988,0.0003478023595277778
1996-12-12,-0.016740212275346167,0.00011707488768253968
1996-12-13,0.002561827638670522,0.00015006910352777778
1996-12-16,-0.012870805808365304,0.00016795731889285713
1996-12-17,0.007956167877103848,0.00017912907289285715
1996-12-18,0.007893117515923365,2.45110359375e-05
1996-12-19,0.020402543063678724,3.438596840777777e-05
1996-12-20,0.0021922765720066018,0.00014846213067063493
1996-12-23,-0.002508537062467564,2.5801664095277778e-05
1996-12-24,0.007297762244970141,4.667440628928571e-06
1996-12-26,0.00765880574637956,1.3026245614325397e-05
1996-12-27,0.0012362348285930302,8.16307209142857e-06
1996-12-30,-0.008686475951170891,3.796557254480159e-05
1996-12-31,-0.018448948917818786,6.209229333730158e-05
1997-01-02,0.0025360207388902545,0.00040847006173015877
1997-01-03,0.014249664153080932,4.5458019444444445e-05
1997-01-06,-0.008777733011745337,6.1954375e-05
1997-01-07,0.012101499209277833,6.278618173015874e-05
1997-01-08,-0.008748071819022929,0.00010758048057142855
1997-01-09,0.008333204698380836,4.7259352777777784e-05
1997-01-10,0.010730121387025449,0.0001511467733968254
1997-01-13,-0.0014373095201452024,3.14122001168254e-05
1997-01-14,0.012460333880514263,5.8096325432539675e-05
1997-01-15,-0.0024388004660447216,6.992869644444444e-05
1997-01-16,0.004061421930095399,5.366045157142858e-05
1997-01-17,0.00606223258521732,1.8922056511468254e-05
1997-01-20,0.0012079393549160322,4.5057120035714284e-05
1997-01-21,0.00801559559760845,5.6292709587301585e-05
1997-01-22,0.007160511877337239,6.64725772857143e-05
1997-01-23,-0.013969625477293413,0.0003311413100357143
1997-01-24,-0.0129453325770017,0.0002253807371468254
1997-01-27,-0.0028541009582987442,0.00011586884575
1997-01-28,0.0028541009582987442,0.00021817805714285715
1997-01-29,0.009724754677650438,6.501688889285715e-05
1997-01-30,0.01282085220030682,4.981956432142857e-05
1997-01-31,-0.0011953353922029564,8.853017657142856e-05
1997-02-03,0.002985431932373217,2.230077858765873e-05
1997-02-04,0.006139453194339506,2.291134697285714e-05
1997-02-05,-0.01893746275142716,0.000284798961920635
1997-02-06,0.006618764939340771,5.984550803571429e-05
1997-02-07,0.013503335326357835,0.00012331625432142858
1997-02-10,-0.009512370411792315,8.094153476587302e-05
1997-02-11,0.011482734539109085,8.182692700000001e-05
1997-02-12,0.01407379531215458,6.087227506349207e-05
1997-02-13,0.010810644253013812,2.205461166730159e-05
1997-02-14,-0.002306593332245921,1.5610360888928572e-05
1997-02-18,0.008432341431337864,5.417295873015873e-05
1997-02-19,-0.00670182313830292,7.448233334920636e-05
1997-02-20,-0.012177521529765922,9.067200634920635e-05
1997-02-21,0.00038851465305711486,3.843558772099206e-05
1997-02-24,0.011789006876708807,6.337355209920636e-05
1997-02-25,0.0007683746641173883,4.2449806285714294e-05
1997-02-26,-0.009838529653007466,0.00047992260009920636
1997-02-27,-0.01504160075099037,8.575933358730158e-05
1997-02-28,-0.0029558078033375956,7.432584192063492e-05
1997-03-03,0.006688699569803447,3.957198187444444e-05
1997-03-04,-0.005505373821928394,4.890166706349206e-05
1997-03-05,0.016814082806452912,7.302814668253968e-05
1997-03-06,-0.005833478429281946,2.2308394760357148e-05
1997-03-07,0.008930016775412941,8.529909432142857e-05
1997-03-10,0.010382949028433064,5.550429876587302e-05
1997-03-11,-0.005370893414139655,4.813642477777778e-05
1997-03-12,-0.00888449312024786,5.3039298892857145e-05
1997-03-13,-0.015643848350369804,0.00015048456228571426
1997-03-14,0.005111038525668743,7.850279286111112e-05
1997-03-17,0.00274090636216906,0.00012764168692063494
1997-03-18,-0.010812526783050114,7.741930289285714e-05
1997-03-19,-0.003365976956923422,0.00017747368032142857
1997-03-20,-0.005170526963358402,0.00015154510809920637
1997-03-21,0.004619461315443996,2.5144881923968254e-05
1997-03-24,0.01384837451131915,6.648079506349207e-05
1997-03-25,-0.009871846771061676,0.00010627119289285712
1997-03-26,0.004355840838088376,4.910628001587301e-05
1997-03-27,-0.026828502813796007,0.00034239593286111106
1997-03-31,-0.021329888418966103,0.00046096716501587304
1997-04-01,0.006405850947923675,0.00022580272128571428
1997-04-02,-0.018082604514140677,0.00017527677601587301
1997-04-03,0.005438400307434144,0.00017838285873015872
1997-04-04,0.012437711428352927,0.00012128345625396827
1997-04-07,0.00390718764025344,4.763512289285714e-05
1997-04-08,0.007156334917948648,3.869158250892857e-05
1997-04-09,-0.008183498537050582,4.9832904142857134e-05
1997-04-10,-0.0037046648123051362,0.00011592038581349208
1997-04-11,-0.032267460725606156,0.00014719378581349205
1997-04-14,0.01332684874389889,7.799459533730158e-05
1997-04-15,0.016876830222486205,0.00011681057500000001
1997-04-16,0.011504046257328149,0.0001030145015873016
1997-04-17,-0.00409332710106991,9.242957906349207e-05
1997-04-18,0.004909669525285931,4.804032057142857e-05
1997-04-21,-0.006551942110017972,0.00013725766809920636
1997-04-22,0.02174199121718612,0.0001053639873373016
1997-04-23,0.0010052387179362299,9.331347506349208e-05
1997-04-24,-0.005032889719524647,0.00013403396292063492
1997-04-25,-0.011570288315952304,4.082960009920635e-05
1997-04-28,0.00975219483640144,6.202976458730158e-05
1997-04-29,0.031053705205011273,7.124546057142857e-05
1997-04-30,0.004692621701111399,0.00010892276577777776
1997-05-01,-0.0011709223849467598,7.651516619444446e-05
1997-05-02,0.017809189497890898,0.00010320512048015873
1997-05-05,0.023512682218993497,0.00012928097625396825
1997-05-06,-0.0007506314221159549,0.00015619906032142858
1997-05-07,-0.021995258039603005,9.706233657142859e-05
1997-05-08,0.006878417652970814,0.0001858979111111111
1997-05-09,0.006830988567811502,0.00018170808003571432
1997-05-12,0.01650426054556231,6.821361944444445e-05
1997-05-13,-0.004100472227962726,0.00011302232232142856
1997-05-14,0.0018661260060568452,0.00011230821174999999
1997-05-15,0.006689049769858624,4.014099911111111e-05
1997-05-16,-0.013799062416250507,7.865914952777778e-05
1997-05-19,0.003000494442206403,4.75664533968254e-05
1997-05-20,0.011909239628708601,0.0002157895843214286
1997-05-21,-0.002222219231498457,0.00011639699506349207
1997-05-22,-0.003343155971118783,5.7179053349206355e-05
1997-05-23,0.00925777819112028,3.7955869523968254e-05
1997-05-27,0.004046313441073757,0.00010825975889285716
1997-05-28,-0.00018351686552620095,5.664489911111111e-05
1997-05-29,-0.005891895059945362,1.0452336276825395e-05
1997-05-30,0.006442415722496708,0.00016017788928571428
1997-06-02,-0.004413317238098902,6.980337952777777e-05
1997-06-03,-0.003322906674104509,7.592011557142857e-05
1997-06-04,-0.0011099743059328482,4.5815486111111116e-05
1997-06-05,0.0036956331589053093,6.005133434920635e-05
1997-06-06,0.01936126953416073,9.719519448015874e-05
1997-06-09,0.005052330658256388,4.285215432142856e-05
1997-06-10,0.0030546098794959065,6.0032785749999995e-05
1997-06-11,0.0023304591844821587,3.030054071146825e-05
1997-06-12,0.019149423716081415,5.622561543253968e-05
1997-06-13,0.008394917898070453,4.835082019444444e-05
1997-06-16,0.0003472716498729156,2.2552021051428575e-05
1997-06-17,-0.0013930520520162304,8.667766209920636e-05
1997-06-18,-0.0034932446100794934,2.5052665980992068e-05
1997-06-19,0.010269102637325389,4.8173144444444444e-05
1997-06-20,-0.00341287835321058,1.4795952604801588e-05
1997-06-23,-0.024544422091413054,0.00011645816952777776
1997-06-24,0.025067677797996346,8.192838876587303e-05
1997-06-25,-0.0069979111432783014,0.00030962843739682546
1997-06-26,-0.004928152629199545,0.0001993671933968254
1997-06-27,0.003874487059151832,4.2216184321428573e-05
1997-06-30,-0.006701146449747952,0.0002162339900357143
1997-07-01,0.01160941146215233,8.580367506349208e-05
1997-07-02,0.01630573463280438,0.00013766240089285714
1997-07-03,0.013671244855483877,7.369286934920636e-05
1997-07-07,-0.010235342340136455,0.00012161807232142858
1997-07-08,0.010405127680605197,5.6698012e-05
1997-07-09,-0.011091483563967941,0.0002132928
1997-07-10,0.004451366795673373,0.00010377033373015872
1997-07-11,0.0034102407945315605,2.535462072321429e-05
1997-07-14,0.0030600906332942657,6.354517434920634e-05
1997-07-15,0.005077804551054221,5.8025285432539686e-05
1997-07-16,0.013086089198514728,4.7636862003968255e-05
1997-07-17,-0.005012721813479892,4.8607845142857143e-05
1997-07-18,-0.021502401990361797,0.0002500577568611111
1997-07-21,0.00017074691980667467,5.302278432142857e-05
1997-07-22,0.02617749097691835,0.0001295877146825397
1997-07-23,-0.0008335601629250178,6.848026173015874e-05
1997-07-24,0.0046609349899213726,0.00012854857244444447
1997-07-25,-0.0006650138557828811,7.517874952777779e-05
1997-07-28,-0.0006646865273660651,4.5818897285714284e-05
1997-07-29,0.0033199185456229685,2.601572526670635e-05
1997-07-30,0.011861935392992073,6.15978892857143e-05
1997-07-31,-0.000984018364377448,5.297600700000001e-05
1997-08-01,-0.003941466991273401,0.0002851371240039682
1997-08-04,0.00262972892645319,6.841876289285714e-05
1997-08-05,0.0006565588084201934,1.0219881953373016e-05
1997-08-06,0.00816824538441363,5.498458311111111e-05
1997-08-07,-0.007513066128013612,8.257969067063491e-05
1997-08-08,-0.020536944308195082,0.00028362015733730155
1997-08-11,0.007336229286551976,0.000178867805015873
1997-08-12,-0.016075198942955282,0.00010247048268253969
1997-08-13,-0.0030436656206331847,0.0005906689860357144
1997-08-14,0.0037177309274865067,0.0001334380580357143
1997-08-15,-0.03118255135001835,0.0001881463691468254
1997-08-18,0.022031791513931864,0.00021378620501587303
1997-08-19,0.011509955561472829,0.00015724002175000003
1997-08-20,0.015033201215522318,5.863919333730159e-05
1997-08-21,-0.01772894959556659,0.00018909631125396824
1997-08-22,-0.00033751265219539306,0.00032320191000396824
1997-08-25,-0.0037211576556925863,0.00010043503214285715
1997-08-26,-0.014850479532835692,7.25305080357143e-05
1997-08-27,0.006000464463740585,0.00019293050006349206
1997-08-28,-0.01533027660201558,0.0002628462617301587
1997-08-29,0.003984511196183149,0.00015680744533730159
1997-09-02,0.03198622499328696,0.0001383728580357143
1997-09-03,-0.005372629705758136,0.00010183380014285715
1997-09-04,0.006377211689771123,5.594444533730158e-05
1997-09-05,-0.002847764947239817,0.00020520142857142855
1997-09-08,0.004352200451389621,2.2256891953373013e-05
1997-09-09,0.0005006753681051634,5.8907706035714285e-05
1997-09-10,-0.020918572637294908,7.782667434920635e-05
1997-09-11,-0.005127327655042535,0.00020153622857142857
1997-09-12,0.015979116977735686,0.0001219503667301587
1997-09-15,-0.0016876939937846558,3.0947328365714286e-05
1997-09-16,0.024691814603881035,7.02123900357143e-05
1997-09-17,0.0,6.165129657142857e-05
1997-09-18,0.004275369100173343,8.123878000396827e-05
1997-09-19,0.0016909351140341755,5.260801428571429e-05
1997-09-22,0.0055748455008446385,3.421721494321429e-05
1997-09-23,-0.004589059339373591,2.9144597540039683e-05
1997-09-24,-0.008246874986730823,0.00013608084573015874
1997-09-25,-0.006979921517781484,4.330613157142857e-05
1997-09-26,0.008304208950964842,3.138643200035715e-05
1997-09-29,0.00954726039701459,6.295800699999997e-05
1997-09-30,-0.010540088762119204,0.00010152381944444445
1997-10-01,0.013158393239224075,7.774889157142856e-05
1997-10-02,0.005539887475412897,4.412161914682539e-05
1997-10-03,0.005024808368934153,0.00018676123557142857
1997-10-06,0.0066075066121671355,2.6991711078134918e-05
1997-10-07,0.009272509615967373,3.670328053337302e-05
1997-10-08,-0.007027533393415553,0.00016799487506349205
1997-10-09,-0.003531322711167739,8.753485906349206e-05
1997-10-10,-0.0028989797788847582,2.362651448396826e-05
1997-10-13,0.0009672193849610267,1.6776862911468256e-05
1997-10-14,0.0003223638108185156,6.356827575000001e-05
1997-10-15,-0.002257614872936742,2.6775227973373015e-05
1997-10-16,-0.015948025216021122,0.0001325938350634921
1997-10-17,-0.010222836460520135,0.00041527130173015875
1997-10-20,0.014152017164684949,8.631793728571429e-05
1997-10-21,0.019257359962684184,6.504127232142857e-05
1997-10-22,-0.006593015541054292,9.293171834920635e-05
1997-10-23,-0.019880246411183577,0.00022730081834920632
1997-10-24,-0.009923691249206001,0.00029290553911111105
1997-10-27,-0.07523443202915203,0.0012477800099206348
1997-10-28,0.056103240087716166,0.0020422897651428576
1997-10-29,-0.0027152124511236053,0.0004734227841428571
1997-10-30,-0.0223336816004176,0.0005758452300357143
1997-10-31,0.02335286459352215,0.0003807417500357143
1997-11-03,0.02082722139945492,9.378384057142858e-05
1997-11-04,0.0,8.142511914682541e-05
1997-11-05,0.0033191909709406886,0.00013000253175
1997-11-06,-0.0038180531696321296,4.927859114682539e-05
1997-11-07,-0.010868413866876203,0.00040830711468253973
1997-11-10,-0.0060711482071749145,8.001587301587301e-05
1997-11-11,0.0003381319474291544,4.7947801920634924e-05
1997-11-12,-0.020844415413083794,0.00031135115739682547
1997-11-13,0.014397920315737167,0.00025176805339682535
1997-11-14,0.01352311226767533,0.00012461238432142857
1997-11-17,0.018300326152451696,5.975100501587301e-05
1997-11-18,-0.006283942209672766,6.921306543253968e-05
1997-11-19,0.0049640875235796855,7.317464458730159e-05
1997-11-20,0.015071567614563186,6.829168343253967e-05
1997-11-21,0.0068072917182320225,9.604101603571427e-05
1997-11-24,-0.018253869175733684,9.070320077777776e-05
1997-11-25,0.002628626066159434,6.396264952777776e-05
1997-11-26,0.002947923244710715,4.9640983e-05
1997-11-28,0.000981257459454099,2.4976358035714286e-05
1997-12-01,0.025489075821109708,6.455346006349205e-05
1997-12-02,-0.006071897142043703,3.0480287786706347e-05
1997-12-03,0.002881162149243721,0.00011335339739682539
1997-12-04,-0.0009596088059913299,6.629294048015874e-05
1997-12-05,0.012715334820207147,0.00012695085334920634
1997-12-08,-0.0028471987817715316,1.630068113337301e-05
1997-12-09,-0.006036377366728907,6.877772143253967e-05
1997-12-10,-0.008641069293444659,9.648601889285714e-05
1997-12-11,-0.01718333938177885,0.00013512428928571428
1997-12-12,0.0019598451948290574,0.00011677653581349207
1997-12-15,0.010066565724114795,5.605569686111111e-05
1997-12-16,0.006120790863729297,4.838674514285714e-05
1997-12-17,-0.005151575207533732,3.8122000777777784e-05
1997-12-18,-0.009730805586926294,0.00014586088032142856
1997-12-19,-0.007502418929244747,0.00037307866825396827
1997-12-22,0.006408701925400884,7.183261448015872e-05
1997-12-23,-0.018015558869933557,0.000142957058765873
1997-12-24,-0.003006774377671384,0.00014662419557142858
1997-12-26,0.004006558981345165,6.113501048015872e-05
1997-12-29,0.019470014871080465,5.539734686111111e-05
1997-12-30,0.015564521372380291,4.520777867063491e-05
1997-12-31,-0.0006444681837214361,5.429821676587301e-05
